filename,hindi_transcript,char_count,word_count,matra_count,halant_count,avg_word_len,duration
00041,चयन मण्डल के सदस्य ऐसे व्यवहार मानते हैं .,42,9,7,3,4.67,3.843875
00042,कविता हंगरी में हमेशा ही एक ख़तरनाक पेशा रही है .,49,11,14,0,4.45,4.558895833333334
00043,उसी वक्त दोनों बाहर निकले औऱ एक बहुत ही कीमती रेडियो खरीद डाला .,64,14,17,1,4.57,5.574979166666667
00044,तीतरबाज़ी के उसूल से पिंजरा कपड़े के गिलास से ढका रहना चाहिए .,62,13,18,0,4.77,5.970104166666666
00045,होली एक हद तक अतिक्रमण का त्यौहार भी है .,41,10,8,2,4.1,4.022645833333334
00046,शोभना सोचती है तुम यह सब हो और कुछ भी नहीं .,44,12,11,0,3.67,4.1825833333333335
00047,खर्च भी बढ़ा और हमेशा की तरह घर का खर्च चलाने की तंगी भी .,58,15,12,2,3.87,5.217458333333333
00048,टपटप फलों का गाढ़ा लाल रस उसकी पैंट पर गिर गया था .,51,13,12,0,3.92,5.2456875
00049,उसने विस्तारपूर्वक नारद की स्थितप्रज्ञता का इन्द्र से वर्णन किया .,66,11,12,8,6.0,5.7443125
00050,उसने आँखों पर काला चश्मा लगाया हुआ था और सिर पर हैट .,53,13,13,1,4.08,5.076333333333333
00051,जब भी आप आज्ञा देंगे उसे आपके पास भेज दूँगा .,45,11,12,1,4.09,4.587125
00052,इस युद्ध में हुए भारी रक्तपात ने उन्हें झकझोर कर रख दिया .,58,13,13,3,4.46,4.9163958333333335
00053,युद्ध में प्रणम्य शत्रु को हमारे प्रणाम भी वाण की नोक पर गए हैं .,65,15,14,5,4.33,5.90425
00054,स्वास्थ्य सेवाओं में सुधार के लिए भी सरकार ने अपने खर्च बढ़ाए हैं .,67,14,17,4,4.79,5.462083333333333
00055,यह कृतयुग की सबसे पहली तिथि है इस कारण इसे युगादि तिथि भी कहते हैं .,68,16,19,0,4.25,6.5251875
00056,देखो उस ड्रेसिंग टेबिल की बाईं तरफ की ऊपरी दराज में कुछ पड़े हैं .,66,15,19,1,4.4,5.4056041666666665
00057,लक्कू ही मेरी पत्नी हैगाँवभर में ऐसा ढिंढोरा पिटवा देता हूँ .,61,12,21,2,5.08,5.349166666666667
00058,एक दिन तंग आकर वह मुझसे उलझ पड़ी .,34,9,5,0,3.78,3.3922916666666665
00059,मुझे वहां रहने वाले अथर्व शाखा के तांत्रिक की याद रही है .,58,13,17,2,4.46,5.3209583333333335
00060,उसमें चाँदी की चमचमाती छोटीसी ढक्कनदार सुराही थी .,50,9,16,1,5.56,4.888166666666667
00061,हैम्म जाओ जाकर हुक वाला बाँस ले आओ .,36,9,9,1,4.0,4.0696666666666665
00062,मुझे बता शोलापुर गए हुए तात्या को कितने दिन हुए माई पूरे तीन दिन .,66,15,19,1,4.4,6.4593125
00063,उच्च सिपाही ने जेल गेट के बाहर खड़े होकर आवाज़ दी की क़ैदी को अंदर करना है .,76,18,19,1,4.22,7.042625
00064,ऐसी स्थितियों में धूम्राक्ष के लंबे हाथ क्रमशः छोटे होने लगे थे .,65,13,20,4,5.0,5.8760208333333335
00065,सैकड़ों की तादाद में पक्षी चिड़ियाघर में उतर रहे हैं .,54,11,17,1,4.91,4.511854166666667
00066,युद्ध ही पहला और एकमात्र एवम अन्तिम धर्मबद्ध कार्य था जिसे दुर्योधन ने अंगीकृत किया .,85,16,17,7,5.31,8.025625
00067,जबकि पीड़ा और दुःख का अस्तित्व भी तथाकथित सुख पर ही आधारित होता है .,68,15,17,2,4.53,6.2448125
00068,झटपट टिन को एक कुर्सी लाकर रख दी .,34,9,6,1,3.78,3.7611041666666667
00069,सून्य का वर्ग आदि वर्ग वर्गमूल घन घनमूल करने पर भी फल शून्य मिलता है .,70,16,11,5,4.38,8.4014375
00070,काजल भी काफ़ी बेचैन थी मानो वह अपनी परीक्षा समझ रही थी .,56,13,14,1,4.31,5.403520833333333
00071,चौबीस घंटे में आँवला पानी छोड़ देगा जिसमें चीनी घुल जाएगी .,59,12,21,0,4.92,5.4522916666666665
00072,यज्ञ विज्ञान की जानकारी भी सन्तोषजनक नहीं है .,46,9,11,3,5.11,4.662375
00073,असली बात आप जानना चाहते हैं बिल्कुल बिल्कुल अदालत ख़ुशी से उछल पड़ी .,69,14,17,2,4.93,6.9015
00074,वक्‍तबे वक्‍त आदमी आकर तकलीफ़ दे सकता है .,42,9,6,2,4.67,4.2108125
00075,पहले दिन की घटना के बाद मैंने क़िले में जाना छोड़ दिया .,56,13,18,0,4.31,4.72825
00076,खानपान तो नहीं होता था लेकिन सूखी चीज़ें ले ली जाती थीं .,57,13,21,0,4.38,5.0293125
00077,प्रातःकाल के सूर्य को जल में से देखना आँखों के लिए बहुत लाभकारी है .,68,15,21,2,4.53,5.791354166666666
00078,बजट में छाता और जूते के रेट घटाए गए हैं .,41,11,11,0,3.73,4.37075
00079,यह प्रक्रिया प्राकृतिक नहीं है इसलिए मानसिक विकास में बाधा उत्पन्न करती है .,76,14,19,5,5.43,6.675708333333334
00080,फिर भी संविधान में कुछ हद तक अमेरिकी प्रावधान को अपनाया गया है .,64,14,18,1,4.57,5.894833333333334
00081,उनके नेतृत्व से ही राजा जनता का नेता बन सकता है .,49,12,13,1,4.08,4.907
00082,इसलिए वह पत्र फरमान के रुप में था और अनिवार्य था .,50,12,10,2,4.17,4.8881875
00083,उन्होंने इसके लिए डाएलबीमांझी से पूछताछ की और कहा कि अब ऐसा नहीं चलेगा .,72,15,21,1,4.8,7.089666666666667
00084,कृषि के साथसाथ हार्टिकल्चर पर जोर दिया जा रहा है .,50,11,13,2,4.55,4.859958333333333
00085,शिवानी की चेतना मानों दूर दराज़ का भ्रमण कर पुनः अपनी परिसीमा में लौट आई .,74,16,21,1,4.62,6.8450625
00086,डॉक्टर ने हस्पताल में भर्ती होने की सलाह दी .,45,10,10,3,4.5,4.003833333333334
00087,यह सूचना पाते ही अंग्रेजी सेना लार्ड क्लाइड को डोली में डालकर आगे बढ़ी .,72,15,20,3,4.8,6.721479166666667
00088,उन्हें डाक्टर की मशीन का रहस्य मालूम था .,41,9,9,3,4.56,3.928541666666667
00089,यह सब भारतीय संस्कृति को नीचा दिखाने की साजिश है .,50,11,15,1,4.55,4.841125
00090,बुड्ढों को अक्षम कहकर मैंने भूल की है .,39,9,10,2,4.33,3.6463125
00091,दो से तीन लीटर काढ़ा बचने पर उतार लें और छानकर फोक फेंक दें .,61,15,16,0,4.07,5.640833333333333
00092,वह अपने व्यक्तित्व अपने रीति रिवाज स्थानीय एवं सांस्कृतिक प्रभाव को नहीं नकार सकता है .,87,16,21,6,5.44,7.447166666666667
00093,अंग्रेजों की फूट डालो और राज करो की नीति कामयाब रही .,53,12,16,1,4.42,5.2833125
00094,दस हजार रुपये वह पहले ही डराधमका कर ले चुका था .,48,12,11,0,4.0,4.662375
00095,उनके सामने यह ड्राइंगरूम और घर फीका पड़ गया .,45,10,9,1,4.5,4.389541666666666
00096,डॉ गंधारी कहते हैं कि ठीक है अभी राउंड के बाद हम पान खाने आएँगे .,65,16,19,0,4.06,6.36525
00097,उसने अपनी पतलून की जेब में हाथ डाला और एक पुरानीसी सीटी निकाल ली .,66,15,19,0,4.4,6.355833333333333
00098,डॉ जगदीशचन्द्र माथुर उन दिनों दूरदर्शन के डायरेक्टर जनरल थे .,61,11,11,4,5.55,5.734916666666667
00099,शायद इसीलिए उनके घर उसे अपने प्रांगण जैसी आत्मीयता की अनुभूति होती थी .,71,14,19,2,5.07,6.798020833333333
00100,इनके अलावा इन सौदों में रखरखाव मरम्मत के कॉन्ट्रैक्ट भी शामिल हैं .,67,13,16,4,5.15,6.15825
00101,अखबार के मालिकों ने अपनी दलीलें दीं और मुझे इस्तीफा वापस लेना पड़ा .,68,14,21,1,4.86,6.017145833333333
00102,आख़िर नाटक भी तो संसार का ही एक चित्र है .,42,11,10,1,3.82,3.928541666666667
00103,हिन्दुओं के अवतारों में से सबसे पहला मत्स्यावतार मुझमें ही हुआ था .,67,13,20,3,5.15,5.857208333333333
00104,इसी घर में कहाँ तो पिताजी का इतना प्यार मिलता था अब उतना ही निरादर .,68,16,19,1,4.25,5.6031875
00105,अतरौली अपने को अलग घराने से होने का दावा नहीं करता .,52,12,15,0,4.33,5.019895833333333
00106,रिक्टर स्केल पर इसकी क्षमता मापी गई .,37,8,6,3,4.62,3.4111041666666666
00107,बॉटम ठीक है मैं यह कर देता हूं पर इस किरदार के लिए मैं दाढ़ी कैसे बढ़ाऊ .,73,18,19,0,4.06,6.233520833333333
00108,उसका यह प्रसाद किसी बंकर की तरह सुरक्षित था .,45,10,9,2,4.5,4.097916666666666
00109,उक्त टीवी को तत्काल गर्ल्स हॉस्टल में भेजने का निर्देश दिया गया .,65,13,14,6,5.0,5.678458333333333
00110,एक रोज़ आनंदीलाल के साथ चहलक़दमी करते हुए वह प्रधान बसअड्डे पर पहुँचा .,71,14,14,2,5.07,7.0238125
00111,उज्जैन से रवाना होते ही वह फिर टॉयलेट गया .,43,10,10,1,4.3,3.9728958333333333
00112,मालवा में उसका समकालीन राजा प्रसिद्ध भोज था .,45,9,12,2,5.0,4.411833333333333
00113,ये सूत्र खेती शिक्षा स्वास्थ्य उद्योग सूचना तकनीक और सामाजिक कल्याण जैसे क्षेत्रों से जुड़े हैं .,96,17,25,9,5.65,9.448104166666667
00114,वह अपनी शर्तों पर जम्मूकश्मीर जाते हैं .,40,8,9,3,5.0,3.985
00115,इंटेलीजेंस रिपोर्ट के मुताबिक अधिक आतंकी सीमा पर घुसपैठ की फिराक में है .,73,14,24,1,5.21,6.2429375
00116,कभी तेज़ गति में कभी धीरे धीरे और कभी बिलकुल भी नहीं .,54,13,16,0,4.15,4.991666666666666
00117,तुलसी पण्डित को अपने साले की यह हीहीखीखी भली लगी .,50,11,14,1,4.55,5.622
00118,आज यहाँ फूल हैं और वक़्त बताती घड़ी .,37,9,8,1,4.11,4.135541666666667
00119,हम आश्‍वस्त थे कि शीघ्र ही एकदूसरे से मुक्‍त हो जाएँगे .,56,12,12,4,4.67,5.18925
00120,बाबा चान इसी काम के लिए पेइचिंङ से आये थे .,43,11,13,0,3.91,4.351916666666667
00121,पाकिस्तान के साथ भारत जैसा समझौता करने का यह सही वक्त नहीं है .,63,14,16,2,4.5,5.857208333333333
00122,लगभग छह हजार रुपये वेतन भी मिल जाता था .,40,10,9,0,4.0,3.975604166666667
00123,थोड़ी देर बाद एक दूसरे की तरफ़ देखकर उन सबने पहलू बदले .,56,13,11,0,4.31,5.273916666666667
00124,वहां जाने पर उसे कोई नहीं मिला बहुत ढूंढ़ने पर भी कोई मिला .,60,14,18,0,4.29,5.6314166666666665
00125,हुक्म देने वाले केवल दो व्यक्ति थे बादशाह या मिरज़ा मुग़ल .,59,12,15,3,4.92,5.273916666666667
00126,फिर कंस ने राजवैद्य को उसके घर भेज दिया .,41,10,10,1,4.1,4.380145833333334
00127,हम सारी खेतीबाड़ी दान कर देंगे और यह घर धरमशाला बनाकर चल पड़ेंगे .,66,14,16,0,4.71,6.515770833333334
00128,शाम को इरा मुझे कॉफी हाउस ले जाती है .,38,10,11,0,3.8,3.80625
00129,आपकी चिन्ताएँ समाप्त होकर आपका तनमन पुलकित रहने लगा है .,56,11,12,2,5.09,5.349166666666667
00130,यह वक्त का मिज़ाज है समय के धड़कते रहने का कालचक्र है .,55,13,10,2,4.23,5.302125
00131,अलग ढंग से मैंने उसी के शब्द दुहराये और आँखें बंद कर लीं .,58,14,16,1,4.14,5.2080416666666665
00132,नैश ने जो हल निकाला उसे नैश संतुलन कहा जाता है .,48,12,14,0,4.0,5.0292916666666665
00133,भाभी की बात मुझे बहुत ओछीसी लगी थी .,36,9,11,0,4.0,3.5146041666666665
00134,आने वाले समय में यह घेराबंदी ढीली होने के बजाए कसेगी .,54,12,17,0,4.5,5.8101666666666665
00135,यानी पात्र वे सब हो सकते हैं जिनके सहारे किस्सा यानी कहानी आगे बढ़ती है .,73,16,21,2,4.56,7.052020833333334
00136,जेल का जीवन एक रेगिस्तान की तरह था दिनों महीनों और वर्षों का एक काला उजाड़ प्रलयंकारी रेगिस्तान .,97,19,26,4,5.11,10.119041666666666
00137,परिवारों के छूटने की कहानी और तर्क इससे बिल्कुल अलग है .,56,12,14,2,4.67,5.302125
00138,जब वे मेरी पसलियां टटोल रहे थे तब मैं खिलखिलाकर हँस पड़ा .,58,13,16,0,4.46,5.480875
00139,एक सशक्त विद्रोह का नेतृत्व कर नारी की मूल आत्मा का परिवर्तन दर्शाया गया है .,77,16,16,6,4.81,7.155520833333333
00140,पच्चीसतीस मिनटों के भीतर उस वीराननिर्जन पहाड़ीस्थल पर सैकड़ों माँझी परिवार जमा हो गए .,86,15,22,3,5.73,8.086916666666667
00141,सुभाष के मुताबिक गांव में कुछ नए लोग ही बसे हैं .,49,12,16,0,4.08,4.511854166666667
00142,हमने एक रोडमैप तैयार किया है और उस पर डटे रहेंगे .,50,12,12,0,4.17,4.775270833333333
00143,यह मिलना एक तारीख़ एक ही समय को लेकर होगा .,43,11,9,0,3.91,4.154354166666667
00144,सिर से पाँव तक ठेठ गाँव की अनपढ़ बय्यर .,40,10,8,1,4.0,4.191979166666667
00145,जब एकेश्‍वऱवाद का विकास हुआ तो वो एकमात्र ईश्‍वर बन गया .,58,12,10,3,4.83,5.7066875
00146,महाराष्ट्र में भी यह त्योहार मनाया जाता था .,44,9,12,3,4.89,3.8250625
00147,आप आज से और अभी से अंतरंग चैनल के प्रमुख हैं .,46,12,10,1,3.83,4.683333333333334
00148,वे कान लगाकर सड़क की ही आवाज़ें सुनने का यत्न करने लगीं .,57,13,14,1,4.38,5.4244375
00149,पुलीकाट में मछुवारों की कुछ बस्तियाँ बाढ़ के पानी में डूब गईं .,63,13,22,1,4.85,5.3868125
00150,आर्यों का नाश करना विंध्य को आकाश बराबर ऊँचा कर अलंघ्य बना देना .,65,14,16,3,4.64,6.501479166666667
00151,वही यह अनपढ़ अफ़ग़ानी भाषा दोतीन दिन में अपनेआप सीख लेते हैं .,62,13,16,0,4.77,5.736770833333333
00152,टीम के अभ्यास के लिए आरसीए की ग्राउंड कमेटी ने तैयारी पूरी कर ली है .,69,16,19,2,4.31,6.052895833333333
00153,और चीन में हुई कृत्रिम वर्षा जिसे चीन ने सूखाग्रस्त उत्तर पूर्व इलाके में कृत्रिम वर्षा कराई .,94,18,22,8,5.22,7.972145833333333
00154,आठआठ दसदस आने की मजदूरी से रुपया नहीं कमाया जा सकेगा .,54,12,14,0,4.5,5.759354166666666
00155,युगल जोड़ीदार के रूप में उनके साथ कई यादगार उपलब्धियां जुड़ी हुई हैं .,69,14,20,1,4.93,5.9738541666666665
00156,यहाँ दंगेफ़साद बम गोलियाँ आदि चलते रहते है .,44,9,13,0,4.89,4.79975
00157,हमारी सूचना का उद्गम अधिकतर अंग्रेज़ी पुस्तकें हैं .,52,9,14,3,5.78,4.619104166666666
00158,कुछ दूरी पर दुबलेपतले ढोर दूबा के अवशेष पर जीभ फेर रहे थे .,59,14,15,0,4.21,6.132229166666667
00159,ईज़ी चेयर पर फिर से अपना शरीर ढीला छोड़ दिया .,46,11,11,0,4.18,4.1449375
00160,इन्होंने विभिन्न भाषाओं जैसे अंग्रेज़ी अरबी फारसी के प्रचलित शब्दों का प्रयोग किया .,84,14,24,6,6.0,7.430229166666667
00161,एसपी एगनॉस्टिकपन कर्मकांड औरधार्मिकता आदि को धोखा मानते थे .,60,10,14,3,6.0,6.2786875
00162,तस्दीक़ साहब शराब और इसके साथ और दूसरी ख़ाने की चीज़ों का आदेश देते हैं .,73,16,19,1,4.56,7.170583333333333
00163,कितनी असहनीय दुर्गन्ध से भरी थी वह हवा .,40,9,8,2,4.44,4.1449375
00164,आसमान कभी पास नहीं आया धरती अपनेआप उठती चली रही थी .,52,12,12,0,4.33,5.576770833333334
00165,किसी किसी वजह से इंसान कुछ कुछ लिखता ही रहता है .,49,12,14,0,4.08,5.194875
00166,जब वह लाहौर उच्च न्यायालय पहुंचे तो हजारों वकील और राजनीतिक कार्यकर्ता मौजूद थे .,81,15,20,4,5.4,7.802791666666667
00167,सबकुछ खुदा की योजना का एक भाग होती हैं .,40,10,12,0,4.0,4.065916666666666
00168,इससे पुस्तकों का उपयोग बढ़ाने में सक्रिय सहायता मिलती है .,58,11,16,2,5.27,5.149708333333334
00169,काफी गहरा रंग है लड़के ने झिझकते हुए कहा .,42,10,11,0,4.2,4.1110625
00170,इससे प्रावधानों को यथासम्भव सरलीकृत किया गया है .,49,9,13,2,5.44,4.732
00171,ऐसी ही टूटतीबिखरती बहकती कलपती सिसकती मनस्थिति में मैं एक बार पुनः अकेली हो गई .,80,16,22,1,5.0,8.796291666666667
00172,साहित्य के द्वारा ही मूल्य जन सामान्य के लिए ज्ञेय होते हैं .,61,13,16,5,4.69,5.44325
00173,आप लोगों को देखकर दाम बढ़ा देते हैं .,37,9,11,0,4.11,3.6707916666666667
00174,पाकिस्तान भी बना मगर ये धोकेबाज यहीं रह गये .,45,10,12,1,4.5,4.483645833333333
00175,मैं आपका ध्यान थोड़ा पीछे की तरफ़ ले जाना चाहता हूँ .,53,12,16,1,4.42,4.551375
00176,अन्यथा दिन ढलते ही दादाजी सोटी पटकते हुए सड़क पर घूमने लगेंगे .,63,13,16,1,4.85,6.572229166666666
00177,पिल्लों को घुमाने के बहाने लड़कियों को भी बाहर निकलने का मौका हाथ आने लगा .,75,16,24,1,4.69,6.369
00178,वह उनकी चाय और उनके खाने की तारीफ़ भी करता .,44,11,10,0,4.0,4.698125
00179,अब तक सब कुछ ठीकठाक दिखाई दे रहा है .,37,10,8,0,3.7,3.5466041666666666
00180,इन पन्द्रह डालरों का उसने पहले भुगतान कर दिया .,47,10,10,2,4.7,4.3933125
00181,कई दिनों तक उसको मरने के सपने आते रहे .,39,10,9,0,3.9,4.192354166666667
00182,उस फ़ौजी ने तौफीक़ का दाहिना हाथ मरोड़ दिया .,45,10,13,0,4.5,4.30075
00183,एक गर्व मिली मुस्कान ड्राइवर के होठों पर फैल गई .,49,11,10,3,4.45,4.842645833333333
00184,वे प्राचीन ज्ञान और आधुनिक विज्ञान को साथसाथ लेकर चलने की बात कहते हैं .,72,15,18,3,4.8,6.807041666666667
00185,इसी तरह ऐसेडियम नामक वनस्पति वैनेडियम को अवशोषित कर लेती है .,61,12,14,1,5.08,6.5220416666666665
00186,मेरे बोलने में सख्ती कुछ ज्यादा ही थी .,39,9,12,2,4.33,3.4252291666666665
00187,इस तरह मैं तेरह वर्ष की उम्र में थियोसॉफ़िकल सोसायटी का मेम्बर बना .,68,14,15,3,4.86,5.887
00188,एक हिस्सा लारा के साथ है तो दूसरा रॉबट्रस के साथ .,50,12,12,2,4.17,4.577708333333334
00189,दिनरात तो इबादत में ही बीत जाते हैं .,37,9,12,0,4.11,3.5977083333333333
00190,यह तो मैं भी देख रही हूँ .,26,8,8,0,3.25,2.413854166666667
00191,उसने उसी लहजे में कहना जारी रखा .,33,8,9,0,4.12,3.4252291666666665
00192,पर कोडरमा की जनता जानती है कि उसे करना क्या है .,48,12,12,1,4.0,4.8756458333333335
00193,उनके सुकरात के ढंग के प्रवचनों से आज का श्रोता अचम्भे में सकता है .,67,15,17,3,4.47,6.1765
00194,अपनी इस विजय यात्रा में सम्भवतः समुद्रगुप्त ने दक्षिण से पर्याप्त धन एकत्र किया था .,84,16,16,8,5.25,7.941104166666666
00195,सांचे में ढले हुए सिक्के शुंगकाल की स्पष्ट प्रतीति देते हैं .,61,12,19,4,5.08,5.40875
00196,संघ की ताज़ा रणनीति से यही संकेत मिल रहे हैं .,45,11,14,0,4.09,4.350333333333333
00197,मौका से दौरानेतफ्तीश एक टूटी बोतल जिसकी ढक्कन पर रामपुर डिस्टिलरी लिखा है मिली .,80,15,22,3,5.33,7.7529375
00198,काका ने चटाई की तरफ़ इशारा किया .,33,8,9,0,4.12,3.1508333333333334
00199,उन्होंने कहा कि झारखंड में फूलों की खेती की असीम संभावनाएं है .,63,13,22,1,4.85,5.7615625
00200,चड्ढा ने हड़बड़ाकर कहा नहीं नहीं कोई बात नहीं .,47,10,12,1,4.7,4.201395833333334
00201,ऐसा ही भारतीय पत्रकारों बुद्धिजीवियों अर्थशास्त्रियों दार्शनिकों वैज्ञानिकों डॉक्टरों और व्यवसायियों के साथ भी है .,115,16,36,9,7.19,10.926270833333334
00202,मगर वह दृश्य के केवल बैकग्राउंड रूप में काम दे रहा है .,55,13,13,2,4.23,4.916416666666667
00203,ऊर्जा संसाधनों का अविवेकपूर्ण दोहन ऊर्जा संसाधन प्रकृति में दो रूपों में पाये जाते हैं .,88,16,29,4,5.5,8.177229166666667
00204,एशेज के कारण ही चैंपियंस ट्रॉफी से टीम के प्रमुख चेहरे नदारद रह सकते हैं .,74,16,19,2,4.62,6.7415625
00205,लिखते लिखते उसका हृदय उमड़ पड़ा और नेत्रों से आँसू टपककर उस पत्र पर गिर पड़े .,78,17,15,2,4.59,6.899625
00206,क्योंकि जो लिखा हुआ दिखता है वही उसका काम है .,46,11,14,1,4.18,4.0696666666666665
00207,महाराजा और दुर्गादास ने सारी स्थिति को समझा .,45,9,13,2,5.0,4.408354166666666
00208,सिर्फ बाल पीछे झूल गये थे जिससे मत्थे का एक बेढंगा निशान खुल गया था .,69,16,19,2,4.31,7.004979166666667
00209,उसे चयनके दौरान होने वाली बैठक में शामिल नहीं किया जाना चाहिए .,63,13,21,0,4.85,5.556145833333333
00210,वह बोले बड़ेबड़े पूँजीपति नेता और अफ़सर सब के सब बेईमान है .,60,13,14,0,4.62,6.432979166666667
00211,तुम्हारी बहुमूल्य चीज़ मेरे पास अमानत के रूप में सुरक्षित है .,62,12,17,3,5.17,5.285208333333333
00212,बाथरूम जाकर उसने पहली बार सुकून महसूस किया .,44,9,11,0,4.89,4.323583333333334
00213,अतः मैंने भी उनसे उनकी नन्दिनी छीनने का निश्‍चय किया है .,57,12,16,2,4.75,5.437520833333333
00214,छिः उसे खुद को भी शर्म आई थी अपने उस वहशीपन पर .,48,13,9,1,3.69,4.712291666666666
00215,इस प्रकार के प्रिंटरों का एक दोष मुद्रण की कमी है .,51,12,12,3,4.25,4.6535
00216,आज आप जो इमारती ढाँचे देख रह हैं ये सब धीरेधीरे ही बने हैं .,60,15,18,0,4.0,6.0451041666666665
00217,मैं ये ख़त छोड़े जा रही हूँ मेरा आशीर्वाद ले ले बेटी .,54,13,17,1,4.15,4.954020833333334
00218,मैंने उनके शरीर के उतार चढ़ाव को बड़ी बारीकी से देखने की कोशिश की .,67,15,20,0,4.47,6.541645833333333
